Info 0    [03:50:40.804] Starting TS Server
Info 934  [03:55:58.817] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 935  [03:55:58.823] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 51 structureChanged: false Elapsed: 5.341570999473333ms
Info 936  [03:55:58.823] Different program with same set of files:: structureIsReused:: 2
Info 937  [03:55:59.661] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 938  [03:55:59.667] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 52 structureChanged: false Elapsed: 5.589158000424504ms
Info 939  [03:55:59.667] Different program with same set of files:: structureIsReused:: 2
Info 940  [03:56:01.680] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 941  [03:56:01.686] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 53 structureChanged: false Elapsed: 5.643059999682009ms
Info 942  [03:56:01.686] Different program with same set of files:: structureIsReused:: 2
Info 943  [03:56:02.205] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 944  [03:56:02.212] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 54 structureChanged: false Elapsed: 6.9119269996881485ms
Info 945  [03:56:02.212] Different program with same set of files:: structureIsReused:: 2
Info 946  [03:56:04.004] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 947  [03:56:04.010] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 55 structureChanged: false Elapsed: 5.491828999482095ms
Info 948  [03:56:04.010] Different program with same set of files:: structureIsReused:: 2
Info 949  [03:56:06.254] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 950  [03:56:06.260] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 56 structureChanged: false Elapsed: 5.434448000043631ms
Info 951  [03:56:06.260] Different program with same set of files:: structureIsReused:: 2
Info 952  [03:56:09.340] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 953  [03:56:09.346] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 57 structureChanged: false Elapsed: 6.389841000549495ms
Info 954  [03:56:09.347] Different program with same set of files:: structureIsReused:: 2
Info 955  [03:56:09.814] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 956  [03:56:09.820] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 58 structureChanged: false Elapsed: 6.2637189999222755ms
Info 957  [03:56:09.820] Different program with same set of files:: structureIsReused:: 2
Info 958  [03:56:10.344] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 959  [03:56:10.349] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 59 structureChanged: false Elapsed: 5.481079000048339ms
Info 960  [03:56:10.349] Different program with same set of files:: structureIsReused:: 2
Info 961  [03:56:41.120] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 962  [03:56:41.126] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 60 structureChanged: false Elapsed: 5.323648000136018ms
Info 963  [03:56:41.126] Different program with same set of files:: structureIsReused:: 2
Info 964  [03:56:42.169] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 965  [03:56:42.177] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 61 structureChanged: false Elapsed: 7.780477000400424ms
Info 966  [03:56:42.177] Different program with same set of files:: structureIsReused:: 2
Info 967  [03:56:42.177] getCompletionData: Get current token: 0.003819999285042286
Info 968  [03:56:42.177] getCompletionData: Is inside comment: 0.004042999818921089
Info 969  [03:56:42.177] getCompletionData: Get previous token 1: 0.02352900058031082
Info 970  [03:56:42.177] getCompletionData: Get previous token 2: 0.02025499939918518
Info 971  [03:56:42.177] getCompletionsAtPosition: isCompletionListBlocker: 0.014697999693453312
Info 972  [03:56:42.179] collectAutoImports: starting, not resolving module specifiers
Info 973  [03:56:42.179] collectAutoImports: module specifier cache size: 0
Info 974  [03:56:42.179] getSymbolToExportInfoMap: cache hit
Info 975  [03:56:42.179] collectAutoImports: done in 0.21876499988138676 ms
Info 976  [03:56:42.179] getCompletionData: Semantic work: 1.8938379995524883
Info 977  [03:56:42.184] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.881671000272036
Info 978  [03:56:42.187] getCompletionData: Get current token: 0.00571800023317337
Info 979  [03:56:42.187] getCompletionData: Is inside comment: 0.003251999616622925
Info 980  [03:56:42.187] getCompletionData: Get previous token 1: 0.018667999655008316
Info 981  [03:56:42.187] getCompletionData: Get previous token 2: 0.03398100007325411
Info 982  [03:56:42.188] getCompletionsAtPosition: isCompletionListBlocker: 0.017163999378681183
Info 983  [03:56:42.189] collectAutoImports: starting, not resolving module specifiers
Info 984  [03:56:42.189] collectAutoImports: module specifier cache size: 0
Info 985  [03:56:42.189] getSymbolToExportInfoMap: cache hit
Info 986  [03:56:42.189] collectAutoImports: done in 0.17630899976938963 ms
Info 987  [03:56:42.189] getCompletionData: Semantic work: 1.5720560001209378
Info 988  [03:56:42.194] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 3.7884229999035597
Info 989  [03:56:42.197] getCompletionData: Get current token: 0.0030889995396137238
Info 990  [03:56:42.197] getCompletionData: Is inside comment: 0.00303100049495697
Info 991  [03:56:42.197] getCompletionData: Get previous token 1: 0.016912000253796577
Info 992  [03:56:42.197] getCompletionData: Get previous token 2: 0.02073999959975481
Info 993  [03:56:42.197] getCompletionsAtPosition: isCompletionListBlocker: 0.011076999828219414
Info 994  [03:56:42.201] collectAutoImports: starting, not resolving module specifiers
Info 995  [03:56:42.201] collectAutoImports: module specifier cache size: 0
Info 996  [03:56:42.201] getSymbolToExportInfoMap: cache hit
Info 997  [03:56:42.201] collectAutoImports: done in 0.22339299973100424 ms
Info 998  [03:56:42.201] getCompletionData: Semantic work: 4.394909999333322
Info 999  [03:56:42.204] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 2.8903280002996325
Info 1000 [03:56:42.211] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1001 [03:56:42.213] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 62 structureChanged: false Elapsed: 2.3279839996248484ms
Info 1002 [03:56:42.213] Different program with same set of files:: structureIsReused:: 2
Info 1003 [03:56:42.214] getCompletionData: Get current token: 0.0036899996921420097
Info 1004 [03:56:42.214] getCompletionData: Is inside comment: 0.003000999800860882
Info 1005 [03:56:42.214] getCompletionData: Get previous token 1: 0.020330999977886677
Info 1006 [03:56:42.214] getCompletionData: Get previous token 2: 0.02139999996870756
Info 1007 [03:56:42.214] getCompletionsAtPosition: isCompletionListBlocker: 0.011077999137341976
Info 1008 [03:56:42.217] collectAutoImports: starting, not resolving module specifiers
Info 1009 [03:56:42.217] collectAutoImports: module specifier cache size: 0
Info 1010 [03:56:42.217] getSymbolToExportInfoMap: cache hit
Info 1011 [03:56:42.217] collectAutoImports: done in 0.1800030004233122 ms
Info 1012 [03:56:42.217] getCompletionData: Semantic work: 3.1428600000217557
Info 1013 [03:56:42.221] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 3.5963170006871223
Info 1014 [03:56:43.236] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1015 [03:56:43.243] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 63 structureChanged: false Elapsed: 6.129153999499977ms
Info 1016 [03:56:43.243] Different program with same set of files:: structureIsReused:: 2
Info 1017 [03:56:44.269] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1018 [03:56:44.275] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 64 structureChanged: false Elapsed: 5.836989999748766ms
Info 1019 [03:56:44.275] Different program with same set of files:: structureIsReused:: 2
Info 1020 [03:56:45.155] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1021 [03:56:45.161] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 65 structureChanged: false Elapsed: 5.788461999967694ms
Info 1022 [03:56:45.161] Different program with same set of files:: structureIsReused:: 2
Info 1023 [03:56:45.653] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1024 [03:56:45.660] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 66 structureChanged: false Elapsed: 7.377012999728322ms
Info 1025 [03:56:45.661] Different program with same set of files:: structureIsReused:: 2
Info 1026 [03:56:47.318] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1027 [03:56:47.324] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 67 structureChanged: false Elapsed: 6.606954999268055ms
Info 1028 [03:56:47.324] Different program with same set of files:: structureIsReused:: 2
Info 1029 [03:56:47.920] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1030 [03:56:47.926] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 68 structureChanged: false Elapsed: 5.674909999594092ms
Info 1031 [03:56:47.926] Different program with same set of files:: structureIsReused:: 2
Info 1032 [03:57:01.830] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1033 [03:57:01.837] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 69 structureChanged: false Elapsed: 6.884433999657631ms
Info 1034 [03:57:01.837] Different program with same set of files:: structureIsReused:: 2
Info 1035 [03:57:02.308] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1036 [03:57:02.315] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 70 structureChanged: false Elapsed: 6.904733999632299ms
Info 1037 [03:57:02.315] Different program with same set of files:: structureIsReused:: 2
Info 1038 [03:57:02.315] getCompletionData: Get current token: 0.004262000322341919
Info 1039 [03:57:02.315] getCompletionData: Is inside comment: 0.018680999986827374
Info 1040 [03:57:02.315] getCompletionData: Get previous token 1: 0.011389999650418758
Info 1041 [03:57:02.315] getCompletionData: Get previous token 2: 0.022348000667989254
Info 1042 [03:57:02.315] getCompletionsAtPosition: isCompletionListBlocker: 0.01053600013256073
Info 1043 [03:57:02.317] collectAutoImports: starting, not resolving module specifiers
Info 1044 [03:57:02.317] collectAutoImports: module specifier cache size: 0
Info 1045 [03:57:02.317] getSymbolToExportInfoMap: cache hit
Info 1046 [03:57:02.317] collectAutoImports: done in 0.18568900041282177 ms
Info 1047 [03:57:02.317] getCompletionData: Semantic work: 2.1266419999301434
Info 1048 [03:57:02.321] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 3.3181870002299547
Info 1049 [03:57:16.538] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1050 [03:57:16.546] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 71 structureChanged: false Elapsed: 7.193326999433339ms
Info 1051 [03:57:16.546] Different program with same set of files:: structureIsReused:: 2
Info 1052 [03:57:19.728] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1053 [03:57:19.734] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 72 structureChanged: false Elapsed: 5.852672999724746ms
Info 1054 [03:57:19.734] Different program with same set of files:: structureIsReused:: 2
Info 1055 [03:57:19.734] getCompletionData: Get current token: 0.002483000047504902
Info 1056 [03:57:19.734] getCompletionData: Is inside comment: 0.002759000286459923
Info 1057 [03:57:19.734] getCompletionData: Get previous token 1: 0.016069999895989895
Info 1058 [03:57:19.734] getCompletionData: Get previous token 2: 0.011044000275433064
Info 1059 [03:57:19.734] getCompletionsAtPosition: isCompletionListBlocker: 0.04134699981659651
Info 1060 [03:57:19.736] collectAutoImports: starting, not resolving module specifiers
Info 1061 [03:57:19.736] collectAutoImports: module specifier cache size: 0
Info 1062 [03:57:19.736] getSymbolToExportInfoMap: cache hit
Info 1063 [03:57:19.736] collectAutoImports: done in 0.15967699978500605 ms
Info 1064 [03:57:19.736] getCompletionData: Semantic work: 1.9416339993476868
Info 1065 [03:57:19.741] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.060836999677122
Info 1066 [03:57:20.146] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1067 [03:57:20.153] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 73 structureChanged: false Elapsed: 6.533703999593854ms
Info 1068 [03:57:20.153] Different program with same set of files:: structureIsReused:: 2
Info 1069 [03:57:20.637] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1070 [03:57:20.643] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 74 structureChanged: false Elapsed: 5.929818000644445ms
Info 1071 [03:57:20.643] Different program with same set of files:: structureIsReused:: 2
Info 1072 [03:57:21.169] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1073 [03:57:21.175] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 75 structureChanged: false Elapsed: 6.212160999886692ms
Info 1074 [03:57:21.175] Different program with same set of files:: structureIsReused:: 2
Info 1075 [03:57:22.451] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1076 [03:57:22.457] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 76 structureChanged: false Elapsed: 5.666033999994397ms
Info 1077 [03:57:22.457] Different program with same set of files:: structureIsReused:: 2
Info 1078 [03:57:22.907] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1079 [03:57:22.913] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 77 structureChanged: false Elapsed: 5.397018000483513ms
Info 1080 [03:57:22.913] Different program with same set of files:: structureIsReused:: 2
Info 1081 [03:57:24.141] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1082 [03:57:24.148] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 78 structureChanged: false Elapsed: 6.443659999407828ms
Info 1083 [03:57:24.148] Different program with same set of files:: structureIsReused:: 2
Info 1084 [03:57:24.877] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1085 [03:57:24.883] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 79 structureChanged: false Elapsed: 5.804297000169754ms
Info 1086 [03:57:24.883] Different program with same set of files:: structureIsReused:: 2
Info 1087 [03:57:25.425] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1088 [03:57:25.431] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 80 structureChanged: false Elapsed: 5.721035999245942ms
Info 1089 [03:57:25.431] Different program with same set of files:: structureIsReused:: 2
Info 1090 [03:57:28.594] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1091 [03:57:28.599] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 81 structureChanged: false Elapsed: 5.545841999351978ms
Info 1092 [03:57:28.599] Different program with same set of files:: structureIsReused:: 2
Info 1093 [03:57:43.063] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1094 [03:57:43.069] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 82 structureChanged: false Elapsed: 5.522785999812186ms
Info 1095 [03:57:43.069] Different program with same set of files:: structureIsReused:: 2
Info 1096 [03:57:44.796] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1097 [03:57:44.801] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 83 structureChanged: false Elapsed: 5.5677399998530746ms
Info 1098 [03:57:44.801] Different program with same set of files:: structureIsReused:: 2
Info 1099 [03:57:46.413] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1100 [03:57:46.420] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 84 structureChanged: false Elapsed: 5.993351999670267ms
Info 1101 [03:57:46.420] Different program with same set of files:: structureIsReused:: 2
Info 1102 [03:57:46.420] getCompletionData: Get current token: 0.002588999457657337
Info 1103 [03:57:46.420] getCompletionData: Is inside comment: 0.002514999359846115
Info 1104 [03:57:46.420] getCompletionData: Get previous token 1: 0.014279000461101532
Info 1105 [03:57:46.420] getCompletionData: Get previous token 2: 0.012284999713301659
Info 1106 [03:57:46.420] getCompletionsAtPosition: isCompletionListBlocker: 0.007911999709904194
Info 1107 [03:57:46.422] collectAutoImports: starting, not resolving module specifiers
Info 1108 [03:57:46.422] collectAutoImports: module specifier cache size: 0
Info 1109 [03:57:46.422] getSymbolToExportInfoMap: cache hit
Info 1110 [03:57:46.422] collectAutoImports: done in 0.17411400005221367 ms
Info 1111 [03:57:46.422] getCompletionData: Semantic work: 1.8201020006090403
Info 1112 [03:57:46.429] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.02208299934864
Info 1113 [03:57:46.678] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1114 [03:57:46.688] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 85 structureChanged: false Elapsed: 10.259073000401258ms
Info 1115 [03:57:46.688] Different program with same set of files:: structureIsReused:: 2
Info 1116 [03:57:47.974] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1117 [03:57:47.981] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 86 structureChanged: false Elapsed: 6.824981999583542ms
Info 1118 [03:57:47.981] Different program with same set of files:: structureIsReused:: 2
Info 1119 [03:57:48.796] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1120 [03:57:48.802] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 87 structureChanged: false Elapsed: 6.020651999861002ms
Info 1121 [03:57:48.802] Different program with same set of files:: structureIsReused:: 2
Info 1122 [03:57:49.431] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1123 [03:57:49.437] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 88 structureChanged: false Elapsed: 6.410042000003159ms
Info 1124 [03:57:49.437] Different program with same set of files:: structureIsReused:: 2
Info 1125 [03:58:04.282] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1126 [03:58:04.288] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 89 structureChanged: false Elapsed: 6.036127000115812ms
Info 1127 [03:58:04.288] Different program with same set of files:: structureIsReused:: 2
Info 1128 [03:58:04.981] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1129 [03:58:04.987] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 90 structureChanged: false Elapsed: 5.729623000137508ms
Info 1130 [03:58:04.987] Different program with same set of files:: structureIsReused:: 2
Info 1131 [03:58:04.987] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1132 [03:58:04.990] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 91 structureChanged: false Elapsed: 2.9517299998551607ms
Info 1133 [03:58:04.990] Different program with same set of files:: structureIsReused:: 2
Info 1134 [03:58:05.588] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1135 [03:58:05.594] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 92 structureChanged: false Elapsed: 6.469007999636233ms
Info 1136 [03:58:05.594] Different program with same set of files:: structureIsReused:: 2
Info 1137 [03:58:29.508] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1138 [03:58:29.514] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 93 structureChanged: false Elapsed: 6.2820910001173615ms
Info 1139 [03:58:29.514] Different program with same set of files:: structureIsReused:: 2
Info 1140 [03:58:30.328] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1141 [03:58:30.335] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 94 structureChanged: false Elapsed: 6.539774999953806ms
Info 1142 [03:58:30.335] Different program with same set of files:: structureIsReused:: 2
Info 1143 [03:58:30.335] getCompletionData: Get current token: 0.0042329998686909676
Info 1144 [03:58:30.335] getCompletionData: Is inside comment: 0.02450300008058548
Info 1145 [03:58:30.335] getCompletionData: Get previous token 1: 0.016688999719917774
Info 1146 [03:58:30.335] getCompletionData: Get previous token 2: 0.015561999753117561
Info 1147 [03:58:30.335] getCompletionsAtPosition: isCompletionListBlocker: 0.004030999727547169
Info 1148 [03:58:30.337] collectAutoImports: starting, not resolving module specifiers
Info 1149 [03:58:30.337] collectAutoImports: module specifier cache size: 0
Info 1150 [03:58:30.338] getSymbolToExportInfoMap: cache hit
Info 1151 [03:58:30.338] collectAutoImports: done in 0.16569000016897917 ms
Info 1152 [03:58:30.338] getCompletionData: Semantic work: 2.3933380004018545
Info 1153 [03:58:30.341] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 3.4868189999833703
Info 1154 [03:58:30.791] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1155 [03:58:30.798] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 95 structureChanged: false Elapsed: 6.573859999887645ms
Info 1156 [03:58:30.798] Different program with same set of files:: structureIsReused:: 2
Info 1157 [03:58:31.062] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1158 [03:58:31.072] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 96 structureChanged: false Elapsed: 10.40216900035739ms
Info 1159 [03:58:31.072] Different program with same set of files:: structureIsReused:: 2
Info 1160 [03:58:31.513] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1161 [03:58:31.520] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 97 structureChanged: false Elapsed: 6.773341999389231ms
Info 1162 [03:58:31.520] Different program with same set of files:: structureIsReused:: 2
Info 1163 [03:58:32.171] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1164 [03:58:32.177] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 98 structureChanged: false Elapsed: 6.344370000064373ms
Info 1165 [03:58:32.178] Different program with same set of files:: structureIsReused:: 2
Info 1166 [03:58:32.693] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1167 [03:58:32.699] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 99 structureChanged: false Elapsed: 6.00545800011605ms
Info 1168 [03:58:32.699] Different program with same set of files:: structureIsReused:: 2
Info 1169 [03:58:32.700] getCompletionData: Get current token: 0.004788999445736408
Info 1170 [03:58:32.700] getCompletionData: Is inside comment: 0.02379699982702732
Info 1171 [03:58:32.700] getCompletionData: Get previous token 1: 0.2784890001639724
Info 1172 [03:58:32.700] getCompletionsAtPosition: isCompletionListBlocker: 0.004211999475955963
Info 1173 [03:58:32.702] getCompletionData: Semantic work: 1.4094280004501343
Info 1174 [03:58:32.706] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 2.621678000316024
Info 1175 [03:58:33.047] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1176 [03:58:33.056] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 100 structureChanged: false Elapsed: 8.477303000167012ms
Info 1177 [03:58:33.056] Different program with same set of files:: structureIsReused:: 2
Info 1178 [03:58:33.397] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1179 [03:58:33.402] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 101 structureChanged: false Elapsed: 5.364244000054896ms
Info 1180 [03:58:33.403] Different program with same set of files:: structureIsReused:: 2
Info 1181 [03:58:33.650] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1182 [03:58:33.652] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 102 structureChanged: false Elapsed: 1.7454860005527735ms
Info 1183 [03:58:33.652] Different program with same set of files:: structureIsReused:: 2
Info 1184 [03:58:34.864] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1185 [03:58:34.872] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 103 structureChanged: false Elapsed: 7.49137800000608ms
Info 1186 [03:58:34.872] Different program with same set of files:: structureIsReused:: 2
Info 1187 [03:58:35.026] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1188 [03:58:35.034] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 104 structureChanged: false Elapsed: 7.0291220005601645ms
Info 1189 [03:58:35.034] Different program with same set of files:: structureIsReused:: 2
Info 1190 [03:58:35.183] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1191 [03:58:35.190] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 105 structureChanged: false Elapsed: 7.2009389996528625ms
Info 1192 [03:58:35.191] Different program with same set of files:: structureIsReused:: 2
Info 1193 [03:58:35.387] getCompletionData: Get current token: 0.005946999415755272
Info 1194 [03:58:35.387] getCompletionData: Is inside comment: 0.0034379996359348297
Info 1195 [03:58:35.387] getCompletionData: Get previous token 1: 0.025225000455975533
Info 1196 [03:58:35.387] getCompletionData: Get previous token 2: 0.02278800029307604
Info 1197 [03:58:35.387] getCompletionsAtPosition: isCompletionListBlocker: 0.002783999778330326
Info 1198 [03:58:35.388] collectAutoImports: starting, not resolving module specifiers
Info 1199 [03:58:35.388] collectAutoImports: module specifier cache size: 0
Info 1200 [03:58:35.388] getSymbolToExportInfoMap: cache hit
Info 1201 [03:58:35.388] collectAutoImports: done in 0.1494300002232194 ms
Info 1202 [03:58:35.388] getCompletionData: Semantic work: 1.5847619995474815
Info 1203 [03:58:35.393] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.082533000037074
Info 1204 [03:58:35.784] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1205 [03:58:35.786] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 106 structureChanged: false Elapsed: 1.780481000430882ms
Info 1206 [03:58:35.786] Different program with same set of files:: structureIsReused:: 2
Info 1207 [03:58:36.116] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1208 [03:58:36.119] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 107 structureChanged: false Elapsed: 2.457631000317633ms
Info 1209 [03:58:36.119] Different program with same set of files:: structureIsReused:: 2
Info 1210 [03:58:36.323] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1211 [03:58:36.327] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 108 structureChanged: false Elapsed: 4.308980000205338ms
Info 1212 [03:58:36.327] Different program with same set of files:: structureIsReused:: 2
Info 1213 [03:58:36.470] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1214 [03:58:36.473] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 109 structureChanged: false Elapsed: 3.0840140003710985ms
Info 1215 [03:58:36.473] Different program with same set of files:: structureIsReused:: 2
Info 1216 [03:58:36.676] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1217 [03:58:36.682] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 110 structureChanged: false Elapsed: 6.202166000381112ms
Info 1218 [03:58:36.682] Different program with same set of files:: structureIsReused:: 2
Info 1219 [03:58:36.785] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1220 [03:58:36.788] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 111 structureChanged: false Elapsed: 2.7244970006868243ms
Info 1221 [03:58:36.788] Different program with same set of files:: structureIsReused:: 2
Info 1222 [03:58:36.908] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1223 [03:58:36.913] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 112 structureChanged: false Elapsed: 5.1307449992746115ms
Info 1224 [03:58:36.913] Different program with same set of files:: structureIsReused:: 2
Info 1225 [03:58:36.986] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1226 [03:58:36.991] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 113 structureChanged: false Elapsed: 4.720565000548959ms
Info 1227 [03:58:36.991] Different program with same set of files:: structureIsReused:: 2
Info 1228 [03:58:40.310] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1229 [03:58:40.312] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 114 structureChanged: false Elapsed: 1.806126999668777ms
